src_ip,dst_ip,src_port,dst_port,protocol,flag,packet_count,byte_count,duration_ms,packets_per_sec,avg_packet_size,label
192.168.6.222,10.0.4.9,24356,8080,TCP,PSH-ACK,25,4404,3058,8.1753,176.16,Benign
192.168.1.153,10.0.1.137,18662,443,UDP,FIN,5,3851,3850,1.2987,770.2,Benign
192.168.4.72,10.0.1.235,50710,53,ICMP,ACK,7,46174,3929,1.7816,6596.2857,Benign
192.168.8.59,10.0.5.126,60464,8080,TCP,RST,22,42111,2929,7.5111,1914.1364,Benign
192.168.1.62,10.0.4.237,2896,80,TCP,SYN,26959,4790025,6753,3992.1516,177.6781,DoS
192.168.2.91,10.0.0.174,9717,80,TCP,SYN,24654,2981459,1379,17878.1726,120.9321,DoS
192.168.3.246,10.0.4.25,21448,80,TCP,SYN,9242,1268274,8602,1074.4013,137.2294,DoS
192.168.10.68,10.0.5.176,45086,22,ICMP,ACK,1737,138836,22330,77.7877,79.9286,BruteForce
192.168.6.49,10.0.0.205,48311,229,ICMP,SYN,245,4915,1944,126.0288,20.0612,PortScan
192.168.10.8,10.0.2.223,11959,22,UDP,SYN-ACK,1143,79256,6882,166.0854,69.3403,BruteForce
192.168.9.112,10.0.5.98,60406,705,TCP,SYN,213,1837,2644,80.5598,8.6244,PortScan
192.168.6.127,10.0.1.136,13635,25,ICMP,PSH-ACK,27,23343,2496,10.8173,864.5556,Benign
192.168.6.245,10.0.0.67,42437,80,TCP,SYN,43312,2047417,6311,6862.9377,47.2714,DoS
192.168.2.21,10.0.3.171,60129,443,TCP,SYN,25490,1944818,8434,3022.2907,76.2973,DoS
192.168.1.237,10.0.3.35,32081,221,TCP,SYN,525,8465,1318,398.3308,16.1238,PortScan
192.168.4.114,10.0.2.99,7280,25,TCP,SYN,25,31670,3168,7.8914,1266.8,Benign
192.168.7.185,10.0.5.196,58006,22,ICMP,ACK,21,7152,1523,13.7886,340.5714,Benign
192.168.7.8,10.0.4.66,35477,8080,TCP,RST,66,14853,131,503.8168,225.0455,SQLInjection
192.168.1.151,10.0.4.239,4904,6361,UDP,RST,41,84102,38277,1.0711,2051.2683,Backdoor
192.168.4.6,10.0.1.237,41555,80,ICMP,SYN-ACK,32,49306,4147,7.7164,1540.8125,Benign
192.168.1.80,10.0.2.9,47703,53,UDP,PSH-ACK,42,35879,1270,33.0709,854.2619,Benign
192.168.3.235,10.0.5.181,48444,443,UDP,FIN,48,7050,1519,31.5997,146.875,Benign
192.168.4.72,10.0.1.212,51840,80,TCP,SYN,25222,4311767,6638,3799.6384,170.9526,DoS
192.168.2.169,10.0.2.167,11002,443,TCP,SYN,44833,2132489,7565,5926.3714,47.5652,DoS
192.168.5.94,10.0.0.220,45557,5883,TCP,RST,80,19033,26142,3.0602,237.9125,Backdoor
192.168.5.34,10.0.3.93,51297,7545,UDP,FIN,139,29222,49739,2.7946,210.2302,Backdoor
192.168.10.17,10.0.0.184,22731,80,TCP,RST,46,10479,149,308.7248,227.8043,SQLInjection
192.168.2.134,10.0.5.52,43419,22,UDP,ACK,44,24912,1943,22.6454,566.1818,Benign
192.168.2.227,10.0.0.176,43830,3389,TCP,PSH-ACK,1190,136784,5889,202.0717,114.9445,BruteForce
192.168.2.83,10.0.0.105,10662,80,TCP,SYN,49115,4023347,3072,15987.9557,81.9169,DoS
192.168.7.232,10.0.2.208,5233,443,UDP,ACK,37,7810,3600,10.2778,211.0811,Benign
192.168.3.176,10.0.4.22,49759,1002,TCP,SYN,334,3549,1141,292.7257,10.6257,PortScan
192.168.2.152,10.0.4.64,27046,660,ICMP,SYN,553,4568,2386,231.7687,8.2604,PortScan
192.168.7.200,10.0.3.30,51675,5565,TCP,SYN-ACK,164,72350,54724,2.9969,441.1585,Backdoor
192.168.8.125,10.0.0.114,43194,3389,UDP,SYN-ACK,1716,172201,29541,58.0888,100.3502,BruteForce
192.168.2.96,10.0.1.15,17689,80,UDP,SYN-ACK,5,12137,148,33.7838,2427.4,Benign
192.168.3.199,10.0.5.97,49678,53,ICMP,ACK,36,36869,380,94.7368,1024.1389,Benign
192.168.4.191,10.0.2.164,23713,53,TCP,ACK,25,33464,3374,7.4096,1338.56,Benign
192.168.8.195,10.0.3.13,16604,8080,ICMP,SYN,5,40122,1785,2.8011,8024.4,Benign
192.168.5.105,10.0.5.177,31120,8080,ICMP,SYN-ACK,45,5009,4494,10.0134,111.3111,Benign
192.168.3.62,10.0.3.139,34118,22,TCP,SYN,698,154037,23791,29.3388,220.6834,BruteForce
192.168.3.115,10.0.1.19,4200,80,TCP,SYN,21027,2455666,7148,2941.662,116.7863,DoS
192.168.1.26,10.0.4.80,11488,80,TCP,SYN,20402,4591404,9960,2048.3936,225.0468,DoS
192.168.3.93,10.0.1.45,3090,80,TCP,SYN,49901,744222,7336,6802.2083,14.914,DoS
192.168.9.32,10.0.5.200,42781,22,UDP,ACK,5,16068,4502,1.1106,3213.6,Benign
192.168.10.174,10.0.5.175,6657,981,ICMP,SYN,351,7232,2958,118.6613,20.604,PortScan
192.168.1.120,10.0.5.131,39854,25,ICMP,SYN-ACK,36,28576,4049,8.8911,793.7778,Benign
192.168.3.12,10.0.0.6,24196,443,TCP,SYN,11535,522400,8764,1316.1798,45.2883,DoS
192.168.1.117,10.0.0.112,16847,443,TCP,SYN,6807,4572243,6253,1088.5975,671.6972,DoS
192.168.2.47,10.0.1.118,1444,80,ICMP,SYN-ACK,12,38782,759,15.8103,3231.8333,Benign
192.168.10.68,10.0.5.78,24735,22,UDP,SYN-ACK,43,31473,1261,34.0999,731.9302,Benign
192.168.10.102,10.0.2.87,26549,80,TCP,SYN,34721,3688529,9167,3787.6077,106.2334,DoS
192.168.2.61,10.0.3.115,49151,25,ICMP,SYN,48,33335,4199,11.4313,694.4792,Benign
192.168.7.193,10.0.1.217,28919,21,TCP,RST,1020,37931,6406,159.2257,37.1873,BruteForce
192.168.7.196,10.0.3.237,51903,80,TCP,SYN,6655,3222703,6954,957.0032,484.2529,DoS
192.168.8.54,10.0.3.26,13842,22,ICMP,RST,23,3549,1458,15.775,154.3043,Benign
192.168.3.56,10.0.5.168,61817,443,TCP,SYN,9511,2632738,5868,1620.8248,276.8098,DoS
192.168.7.227,10.0.3.46,33414,3389,UDP,ACK,647,10222,11727,55.1718,15.7991,BruteForce
192.168.2.19,10.0.3.107,52085,611,TCP,SYN,278,2675,2034,136.6765,9.6223,PortScan
192.168.3.76,10.0.4.59,8409,53,ICMP,FIN,31,14079,3505,8.8445,454.1613,Benign
192.168.5.123,10.0.0.216,17424,773,UDP,SYN,651,7348,2929,222.2602,11.2873,PortScan
192.168.9.232,10.0.3.238,2455,474,TCP,SYN,103,1463,1639,62.8432,14.2039,PortScan
192.168.9.57,10.0.3.175,40565,21,ICMP,ACK,1692,69510,24613,68.7442,41.0816,BruteForce
192.168.2.196,10.0.2.148,64956,443,TCP,PSH-ACK,50,39419,1030,48.5437,788.38,Benign
192.168.3.124,10.0.0.99,22639,8080,ICMP,ACK,9,3362,2264,3.9753,373.5556,Benign
192.168.1.97,10.0.5.240,45954,80,TCP,RST,10,36100,3800,2.6316,3610.0,Benign
192.168.3.33,10.0.4.41,19424,53,UDP,SYN,17,1838,816,20.8333,108.1176,Benign
192.168.9.30,10.0.3.179,39256,80,TCP,SYN,36487,2907380,8343,4373.3669,79.6826,DoS
192.168.9.157,10.0.5.203,55845,25,ICMP,RST,21,38284,4008,5.2395,1823.0476,Benign
192.168.5.149,10.0.4.115,41936,647,ICMP,SYN,265,3208,936,283.1197,12.1057,PortScan
192.168.8.32,10.0.0.72,36825,856,UDP,SYN,464,9466,888,522.5225,20.4009,PortScan
192.168.9.159,10.0.4.170,7709,80,TCP,FIN,36,14345,2667,13.4983,398.4722,Benign
192.168.7.221,10.0.1.25,27758,345,TCP,SYN,710,8552,2001,354.8226,12.0451,PortScan
192.168.6.115,10.0.1.191,57826,858,UDP,SYN,711,5998,2993,237.5543,8.436,PortScan
192.168.7.56,10.0.3.234,37760,80,ICMP,SYN,41,14345,4405,9.3076,349.878,Benign
192.168.10.166,10.0.4.228,39378,8789,TCP,FIN,62,96448,13103,4.7317,1555.6129,Backdoor
192.168.2.196,10.0.1.165,54979,80,TCP,SYN,32919,4241888,6702,4911.8174,128.8583,DoS
192.168.4.204,10.0.5.179,12279,22,TCP,FIN,1843,191155,8372,220.1386,103.7195,BruteForce
192.168.7.236,10.0.0.206,55915,963,TCP,SYN,728,9632,1849,393.7263,13.2308,PortScan
192.168.5.149,10.0.0.194,56590,25,TCP,SYN-ACK,43,4188,2087,20.6037,97.3953,Benign
192.168.8.173,10.0.1.154,24437,8080,ICMP,SYN-ACK,38,22317,4224,8.9962,587.2895,Benign
192.168.4.88,10.0.5.108,60255,3389,TCP,PSH-ACK,1400,153696,26854,52.1338,109.7829,BruteForce
192.168.2.40,10.0.3.218,19272,53,ICMP,ACK,45,10600,1291,34.8567,235.5556,Benign
192.168.6.199,10.0.2.28,29725,8080,TCP,SYN,99,8037,215,460.4651,81.1818,SQLInjection
192.168.9.226,10.0.0.162,49458,21,UDP,FIN,567,37864,28833,19.665,66.7795,BruteForce
192.168.3.181,10.0.1.104,54180,25,TCP,SYN,39,26397,2010,19.403,676.8462,Benign
192.168.10.154,10.0.2.92,17945,3389,TCP,ACK,1782,155452,10247,173.9046,87.2346,BruteForce
192.168.6.60,10.0.0.81,26557,53,TCP,SYN,20,1068,3952,5.0607,53.4,Benign
192.168.10.103,10.0.4.170,49316,80,UDP,RST,46,38979,3611,12.7389,847.3696,Benign
192.168.5.93,10.0.4.138,31486,569,TCP,SYN,846,1526,2803,301.8195,1.8038,PortScan
192.168.10.155,10.0.1.180,8076,80,TCP,SYN,26536,879701,7857,3377.3705,33.1512,DoS
192.168.7.131,10.0.0.18,58521,53,TCP,ACK,35,13090,3612,9.6899,374.0,Benign
192.168.8.8,10.0.3.178,9942,25,TCP,FIN,19,46808,2506,7.5818,2463.5789,Benign
192.168.1.181,10.0.1.79,9714,25,ICMP,ACK,15,48667,2314,6.4823,3244.4667,Benign
192.168.2.177,10.0.4.135,58666,80,ICMP,ACK,31,44652,2112,14.678,1440.3871,Benign
192.168.3.188,10.0.1.112,21515,80,TCP,SYN,40669,937837,6079,6690.0806,23.0602,DoS
192.168.5.69,10.0.1.76,50882,443,ICMP,SYN-ACK,47,44288,352,133.5227,942.2979,Benign
192.168.3.178,10.0.2.63,54010,25,UDP,SYN,43,20662,3698,11.6279,480.5116,Benign
192.168.7.90,10.0.5.229,62495,25,TCP,SYN,37,28405,633,58.4518,767.7027,Benign
192.168.6.107,10.0.2.3,41177,80,TCP,SYN,25245,4252300,6759,3735.02,168.4413,DoS
192.168.4.159,10.0.4.159,47337,958,TCP,SYN,139,6241,1774,78.354,44.8993,PortScan
192.168.3.77,10.0.2.254,7141,53,ICMP,PSH-ACK,8,33829,1567,5.1053,4228.625,Benign
192.168.7.221,10.0.0.171,60125,80,TCP,SYN,25860,3315612,6235,4147.5541,128.2139,DoS
192.168.10.69,10.0.1.192,38897,80,ICMP,ACK,45,11936,2081,21.6242,265.2444,Benign
192.168.8.98,10.0.5.98,29386,21,ICMP,PSH-ACK,1428,55421,27407,52.1035,38.8102,BruteForce
192.168.3.146,10.0.2.60,16209,80,ICMP,FIN,41,16887,860,47.6744,411.878,Benign
192.168.2.161,10.0.4.201,50470,25,TCP,RST,6,41205,1988,3.0181,6867.5,Benign
192.168.5.33,10.0.2.168,42372,80,TCP,SYN-ACK,29,28329,1555,18.6495,976.8621,Benign
192.168.9.191,10.0.1.70,27901,8080,TCP,ACK,48,34407,4513,10.6359,716.8125,Benign
192.168.10.59,10.0.1.66,14700,80,TCP,SYN-ACK,77,14492,273,282.0513,188.2078,SQLInjection
192.168.10.66,10.0.5.10,34298,21,UDP,SYN-ACK,559,84521,10162,55.0089,151.2004,BruteForce
192.168.9.46,10.0.3.242,41670,443,TCP,SYN,27513,274680,8368,3287.8824,9.9836,DoS
192.168.5.53,10.0.2.211,55606,443,TCP,RST,30,19139,463,64.7948,637.9667,SQLInjection
192.168.10.254,10.0.2.156,18848,17,UDP,SYN,354,7994,2978,118.8717,22.5819,PortScan
192.168.7.73,10.0.2.54,22173,22,ICMP,SYN,30,22004,467,64.2398,733.4667,Benign
192.168.5.118,10.0.0.206,37032,80,ICMP,ACK,7,39291,4922,1.4222,5613.0,Benign
192.168.6.71,10.0.1.141,34359,8080,UDP,ACK,23,48968,3392,6.7807,2129.0435,Benign
192.168.7.133,10.0.3.111,30513,529,ICMP,SYN,567,1268,2173,260.9296,2.2363,PortScan
192.168.2.118,10.0.5.219,57066,22,ICMP,SYN,42,3874,796,52.7638,92.2381,Benign
192.168.5.160,10.0.3.233,6400,443,TCP,SYN,38,17585,3770,10.0796,462.7632,Benign
192.168.2.87,10.0.3.123,55370,22,UDP,FIN,25,503,2874,8.6987,20.12,Benign
192.168.2.139,10.0.5.130,28704,80,TCP,SYN,30189,4222118,5792,5212.1892,139.8562,DoS
192.168.5.145,10.0.5.175,12866,8080,TCP,SYN-ACK,36,14056,362,99.4475,390.4444,SQLInjection
192.168.7.148,10.0.4.84,2246,80,UDP,SYN-ACK,46,22462,3450,13.3333,488.3043,Benign
192.168.7.220,10.0.5.148,52862,21,TCP,FIN,836,21943,6447,129.6727,26.2476,BruteForce
192.168.5.231,10.0.1.204,37789,8307,UDP,SYN,199,75393,48523,4.1011,378.8593,Backdoor
192.168.3.231,10.0.2.206,30233,4716,TCP,SYN-ACK,53,48311,13650,3.8828,911.5283,Backdoor
192.168.4.138,10.0.2.224,47274,25,UDP,FIN,16,25167,2564,6.2402,1572.9375,Benign
192.168.9.203,10.0.0.162,27977,25,TCP,RST,23,38050,2102,10.942,1654.3478,Benign
192.168.7.221,10.0.4.223,4416,443,ICMP,FIN,25,34064,2973,8.409,1362.56,Benign
192.168.4.5,10.0.5.216,6567,22,TCP,SYN,1099,153988,20943,52.4758,140.1165,BruteForce
192.168.7.154,10.0.2.22,64386,443,ICMP,PSH-ACK,5,19764,4226,1.1832,3952.8,Benign
192.168.6.38,10.0.5.126,31148,443,TCP,SYN,36119,509134,4542,7952.2237,14.096,DoS
192.168.7.84,10.0.3.38,4406,22,TCP,PSH-ACK,18,17128,2590,6.9498,951.5556,Benign
192.168.5.55,10.0.5.153,17943,53,UDP,RST,29,49469,2103,13.7898,1705.8276,Benign
192.168.4.27,10.0.4.19,45212,80,TCP,SYN,29299,3788843,7908,3704.9823,129.3165,DoS
192.168.2.123,10.0.5.216,49703,443,TCP,FIN,12,29761,2569,4.6711,2480.0833,Benign
192.168.5.222,10.0.2.119,31272,443,TCP,SYN,13906,3355821,5014,2773.4344,241.3218,DoS
192.168.7.114,10.0.4.81,46677,53,TCP,RST,40,40179,4100,9.7561,1004.475,Benign
192.168.8.68,10.0.3.248,51708,443,TCP,SYN,49835,2506308,4922,10124.9492,50.2921,DoS
192.168.5.215,10.0.4.183,22931,8080,TCP,RST,17,29737,3865,4.3984,1749.2353,Benign
192.168.5.225,10.0.0.247,50388,21,TCP,FIN,1153,120072,20270,56.8821,104.1388,BruteForce
192.168.8.73,10.0.0.68,58179,22,TCP,SYN,31,31121,3005,10.3161,1003.9032,Benign
192.168.2.79,10.0.4.114,24009,80,TCP,SYN-ACK,19,12390,436,43.578,652.1053,SQLInjection
192.168.8.197,10.0.1.167,51942,120,TCP,SYN,907,1529,690,1314.4928,1.6858,PortScan
192.168.10.218,10.0.2.190,3219,22,UDP,SYN-ACK,27,48077,4247,6.3574,1780.6296,Benign
192.168.3.62,10.0.5.75,48364,443,UDP,SYN-ACK,38,22358,3562,10.6682,588.3684,Benign
192.168.6.63,10.0.2.245,12839,443,TCP,PSH-ACK,31,28669,361,85.8726,924.8065,Benign
192.168.1.221,10.0.0.67,31590,25,TCP,RST,10,5096,590,16.9492,509.6,Benign
192.168.4.209,10.0.2.150,50403,22,ICMP,SYN-ACK,9,5655,4997,1.8011,628.3333,Benign
192.168.9.146,10.0.4.189,27179,22,UDP,SYN,1321,36686,24375,54.1949,27.7714,BruteForce
192.168.6.129,10.0.1.192,64047,443,TCP,SYN-ACK,64,4506,209,306.2201,70.4062,SQLInjection
192.168.5.121,10.0.3.109,61534,9710,TCP,RST,185,58524,43496,4.2533,316.3459,Backdoor
192.168.8.172,10.0.0.72,48245,53,UDP,PSH-ACK,31,26707,3240,9.5679,861.5161,Benign
192.168.9.227,10.0.1.182,41270,764,TCP,SYN,829,3181,2010,412.4378,3.8372,PortScan
192.168.7.88,10.0.4.151,25595,3389,TCP,RST,1467,27773,11051,132.7482,18.9318,BruteForce
192.168.3.180,10.0.1.178,16199,370,TCP,SYN,688,4046,2533,271.6147,5.8808,PortScan
192.168.7.233,10.0.2.219,2160,22,UDP,SYN-ACK,48,16357,4482,10.7095,340.7708,Benign
192.168.7.45,10.0.1.18,17629,80,TCP,SYN,19174,840205,9715,1973.649,43.82,DoS
192.168.7.97,10.0.0.79,32779,443,UDP,FIN,18,36660,4939,3.6445,2036.6667,Benign
192.168.2.65,10.0.3.188,49563,443,ICMP,SYN-ACK,21,30332,2551,8.2321,1444.381,Benign
192.168.5.212,10.0.1.1,13343,8080,UDP,RST,23,7257,236,97.4576,315.5217,Benign
192.168.3.235,10.0.5.58,52344,9728,ICMP,FIN,77,51838,15379,5.0068,673.2208,Backdoor
192.168.9.235,10.0.5.175,46878,636,UDP,SYN,987,9141,2462,400.8936,9.2614,PortScan
192.168.5.25,10.0.1.24,64552,80,TCP,SYN-ACK,37,44691,1639,22.5747,1207.8649,Benign
192.168.1.37,10.0.2.132,25527,443,TCP,SYN-ACK,50,19514,467,107.0664,390.28,SQLInjection
192.168.2.90,10.0.1.244,41787,443,TCP,RST,91,7498,405,224.6914,82.3956,SQLInjection
192.168.2.126,10.0.4.155,22511,80,TCP,SYN,42836,4483169,5973,7171.6056,104.6589,DoS
192.168.2.235,10.0.1.249,37330,740,UDP,SYN,927,9500,953,972.7177,10.2481,PortScan
192.168.7.118,10.0.2.195,41710,53,TCP,ACK,18,6863,4913,3.6637,381.2778,Benign
192.168.4.80,10.0.4.196,63584,8931,ICMP,SYN,30,12272,22850,1.3129,409.0667,Backdoor
192.168.9.17,10.0.2.222,26267,443,TCP,SYN-ACK,50,40260,1517,32.9598,805.2,Benign
192.168.5.235,10.0.1.27,46187,53,ICMP,SYN-ACK,34,49295,2083,16.3226,1449.8529,Benign
192.168.1.216,10.0.4.189,61562,80,TCP,ACK,37,21104,1367,27.0666,570.3784,Benign
192.168.8.232,10.0.1.76,6966,3389,TCP,SYN-ACK,1022,33100,8443,121.047,32.3875,BruteForce
192.168.4.22,10.0.2.226,43040,443,UDP,SYN-ACK,8,4613,2727,2.9336,576.625,Benign
192.168.4.10,10.0.1.16,54007,80,TCP,SYN,34476,3798965,9729,3543.6324,110.1916,DoS
192.168.2.172,10.0.5.26,59593,25,TCP,RST,31,24129,4597,6.7435,778.3548,Benign
192.168.5.170,10.0.2.82,30948,7984,UDP,PSH-ACK,80,45032,31334,2.5531,562.9,Backdoor
192.168.5.31,10.0.4.190,64839,53,TCP,RST,11,9764,3430,3.207,887.6364,Benign
192.168.10.220,10.0.4.69,23387,22,TCP,SYN,24,45355,772,31.0881,1889.7917,Benign
192.168.10.235,10.0.5.206,7772,80,TCP,FIN,49,49534,3232,15.1609,1010.898,Benign
192.168.7.177,10.0.4.24,2155,3389,TCP,PSH-ACK,1278,176841,6338,201.6409,138.3732,BruteForce
192.168.3.171,10.0.2.35,53456,829,ICMP,SYN,648,3316,2209,293.3454,5.1173,PortScan
192.168.9.237,10.0.1.39,46048,1023,TCP,SYN,464,7588,1198,387.3122,16.3534,PortScan
192.168.7.214,10.0.4.146,52082,80,UDP,ACK,38,13184,2319,16.3864,346.9474,Benign
192.168.8.147,10.0.5.23,49897,8080,TCP,SYN,41,15599,1239,33.0912,380.4634,Benign
192.168.6.127,10.0.1.195,9718,22,ICMP,PSH-ACK,8,46601,1748,4.5767,5825.125,Benign
192.168.3.38,10.0.0.12,63949,22,ICMP,PSH-ACK,22,37125,2882,7.6336,1687.5,Benign
192.168.10.127,10.0.5.33,17675,21,TCP,RST,450,47944,21990,20.4638,106.5422,BruteForce
192.168.6.23,10.0.2.86,13231,443,TCP,SYN,49360,4392615,1377,35846.0421,88.9914,DoS
192.168.3.234,10.0.5.243,34841,22,UDP,SYN,7,19376,4625,1.5135,2768.0,Benign
192.168.1.45,10.0.1.68,1862,8080,UDP,SYN-ACK,35,17768,3795,9.2227,507.6571,Benign
192.168.7.178,10.0.4.248,23376,53,TCP,PSH-ACK,6,17354,783,7.6628,2892.3333,Benign
192.168.9.249,10.0.5.150,34123,22,UDP,FIN,49,17512,1773,27.6368,357.3878,Benign
192.168.1.25,10.0.3.85,42115,80,TCP,SYN,19454,4418651,9063,2146.5298,227.1333,DoS
192.168.9.131,10.0.4.114,48734,7930,UDP,SYN-ACK,198,85392,50857,3.8933,431.2727,Backdoor
192.168.4.19,10.0.1.100,44212,25,TCP,FIN,13,9547,4946,2.6284,734.3846,Benign
192.168.1.227,10.0.0.26,53411,53,ICMP,ACK,29,1097,2389,12.139,37.8276,Benign
192.168.8.213,10.0.4.71,44632,53,UDP,SYN,44,1510,1855,23.7197,34.3182,Benign
192.168.9.5,10.0.1.85,8970,8080,ICMP,PSH-ACK,38,38960,2743,13.8534,1025.2632,Benign
192.168.4.144,10.0.1.244,48095,8080,ICMP,SYN-ACK,9,39108,1099,8.1893,4345.3333,Benign
192.168.5.118,10.0.4.188,4155,631,UDP,SYN,551,3099,2797,196.9968,5.6243,PortScan
192.168.4.151,10.0.2.226,7117,21,ICMP,FIN,640,177668,3844,166.4932,277.6062,BruteForce
192.168.10.85,10.0.5.57,9287,807,ICMP,SYN,605,1128,2779,217.7042,1.8645,PortScan
192.168.5.222,10.0.4.195,34910,53,UDP,PSH-ACK,31,22240,3212,9.6513,717.4194,Benign
192.168.3.152,10.0.1.95,51768,3389,ICMP,PSH-ACK,1558,58646,7205,216.2387,37.6418,BruteForce
192.168.9.232,10.0.1.184,36185,53,TCP,SYN,18,10609,2110,8.5308,589.3889,Benign
192.168.6.54,10.0.0.112,59893,8080,ICMP,RST,32,35573,2541,12.5935,1111.6562,Benign
192.168.7.125,10.0.3.164,33478,53,ICMP,SYN,30,18754,2753,10.8972,625.1333,Benign
192.168.9.57,10.0.3.250,18640,53,ICMP,SYN-ACK,25,38172,3990,6.2657,1526.88,Benign
192.168.6.38,10.0.0.60,24447,80,TCP,SYN,36298,2804296,6646,5461.6311,77.2576,DoS
192.168.6.154,10.0.5.41,61563,1001,ICMP,SYN,381,9805,2373,160.5563,25.7349,PortScan
192.168.5.23,10.0.5.17,47276,53,ICMP,SYN-ACK,29,45320,1381,20.9993,1562.7586,Benign
192.168.7.114,10.0.2.195,8908,5409,ICMP,PSH-ACK,177,86109,42310,4.1834,486.4915,Backdoor
192.168.7.66,10.0.2.58,18602,8080,ICMP,FIN,25,5214,3034,8.2399,208.56,Benign
192.168.7.80,10.0.0.157,27454,53,UDP,RST,32,16070,165,193.9394,502.1875,Benign
192.168.1.145,10.0.1.90,49284,80,ICMP,ACK,12,26452,1670,7.1856,2204.3333,Benign
192.168.1.22,10.0.5.84,38746,318,UDP,SYN,276,5600,1092,252.7473,20.2899,PortScan
192.168.3.135,10.0.2.195,36508,8080,ICMP,ACK,47,39834,1471,31.9511,847.5319,Benign
192.168.8.98,10.0.3.142,4223,53,ICMP,PSH-ACK,21,29066,503,41.7495,1384.0952,Benign
192.168.2.206,10.0.5.224,34195,22,TCP,SYN-ACK,1825,63472,8440,216.2322,34.7792,BruteForce
192.168.5.142,10.0.0.19,55976,22,UDP,ACK,20,25058,4417,4.528,1252.9,Benign
192.168.7.103,10.0.5.125,7861,8080,UDP,SYN-ACK,22,27817,229,96.0699,1264.4091,Benign
192.168.6.63,10.0.4.40,59514,3389,UDP,SYN,1095,137023,10759,101.7753,125.1352,BruteForce
192.168.7.163,10.0.5.36,33514,9597,TCP,SYN,105,32028,35892,2.9254,305.0286,Backdoor
192.168.5.160,10.0.4.17,8041,443,ICMP,PSH-ACK,50,35280,2959,16.8976,705.6,Benign
192.168.7.114,10.0.5.161,61676,3389,ICMP,ACK,946,21160,7593,124.5884,22.3679,BruteForce
192.168.2.226,10.0.2.249,22059,25,ICMP,PSH-ACK,18,37008,2114,8.5147,2056.0,Benign
192.168.1.173,10.0.3.117,23318,80,TCP,SYN,10855,1431396,7328,1481.3046,131.8651,DoS
192.168.3.107,10.0.2.56,62784,443,TCP,SYN,36306,4394954,5374,6755.8616,121.0531,DoS
192.168.5.192,10.0.3.1,30240,80,TCP,SYN,36489,2980596,2346,15553.7084,81.6848,DoS
192.168.10.179,10.0.4.241,7581,80,ICMP,RST,34,32171,3169,10.7289,946.2059,Benign
192.168.6.18,10.0.1.147,45430,21,ICMP,SYN-ACK,396,90430,21792,18.1718,228.3586,BruteForce
192.168.3.87,10.0.1.173,7597,53,UDP,SYN-ACK,39,12155,4359,8.947,311.6667,Benign
192.168.4.133,10.0.5.87,44471,8080,ICMP,FIN,33,29659,3658,9.0213,898.7576,Benign
192.168.6.98,10.0.2.150,59868,80,TCP,FIN,56,12687,205,273.1707,226.5536,SQLInjection
192.168.10.68,10.0.5.204,47447,8080,TCP,PSH-ACK,19,28805,4499,4.2232,1516.0526,Benign
192.168.8.169,10.0.3.27,23062,443,UDP,RST,14,48074,121,115.7025,3433.8571,Benign
192.168.10.69,10.0.4.220,59848,443,TCP,FIN,98,9896,202,485.1485,100.9796,SQLInjection
192.168.2.89,10.0.1.93,39935,22,UDP,FIN,304,184061,3564,85.2974,605.4638,BruteForce
192.168.2.32,10.0.2.165,17556,443,UDP,FIN,23,40775,2253,10.2086,1772.8261,Benign
192.168.4.170,10.0.0.210,59641,25,ICMP,SYN-ACK,39,32203,1193,32.6907,825.7179,Benign
192.168.3.91,10.0.2.120,64064,22,ICMP,SYN-ACK,21,7306,1928,10.8921,347.9048,Benign
192.168.6.70,10.0.5.248,48945,8080,ICMP,FIN,11,26288,4474,2.4586,2389.8182,Benign
192.168.6.225,10.0.5.96,31668,443,TCP,SYN,14938,2094704,3368,4435.2732,140.2265,DoS
192.168.9.94,10.0.2.90,37244,3389,TCP,PSH-ACK,1392,100180,17924,77.6612,71.9684,BruteForce
192.168.10.78,10.0.3.93,61839,25,ICMP,SYN,31,26875,462,67.0996,866.9355,Benign
192.168.3.202,10.0.4.198,60601,25,UDP,PSH-ACK,12,13175,3463,3.4652,1097.9167,Benign
192.168.3.62,10.0.1.190,49262,619,ICMP,SYN,554,1030,1731,320.0462,1.8592,PortScan
192.168.1.120,10.0.0.65,27267,25,ICMP,FIN,50,6792,2184,22.8938,135.84,Benign
192.168.8.172,10.0.4.126,48233,8080,ICMP,ACK,12,36936,2961,4.0527,3078.0,Benign
192.168.6.147,10.0.2.11,34984,22,ICMP,ACK,23,24935,3396,6.7727,1084.1304,Benign
192.168.1.32,10.0.3.7,13538,80,ICMP,FIN,6,5600,3869,1.5508,933.3333,Benign
192.168.6.158,10.0.5.8,44215,443,TCP,SYN,14,14557,285,49.1228,1039.7857,SQLInjection
192.168.10.203,10.0.5.70,38682,53,TCP,FIN,32,46422,4993,6.409,1450.6875,Benign
192.168.3.242,10.0.4.81,21590,443,TCP,SYN,15229,1021421,6982,2181.1802,67.0708,DoS
192.168.10.208,10.0.1.171,37047,22,ICMP,FIN,30,44858,2147,13.973,1495.2667,Benign
192.168.6.51,10.0.3.125,16762,8080,UDP,PSH-ACK,50,35049,4968,10.0644,700.98,Benign
192.168.7.12,10.0.3.15,30807,53,TCP,ACK,39,14550,2312,16.8685,373.0769,Benign
